Radius,AveragePower
0.000000000000000000e+00,6.930880119439360156e+13
1.000000000000000000e+00,3.465516772768750191e+08
2.000000000000000000e+00,3.580205560165625811e+08
3.000000000000000000e+00,3.479386849370000958e+08
4.000000000000000000e+00,3.584433013173437715e+08
5.000000000000000000e+00,3.517364975948437452e+08
6.000000000000000000e+00,3.684443834897395372e+08
7.000000000000000000e+00,3.516124852336978912e+08
8.000000000000000000e+00,3.638914686681696773e+08
9.000000000000000000e+00,3.646103353265401721e+08
1.000000000000000000e+01,3.573064001467279196e+08
1.100000000000000000e+01,3.728487781911131740e+08
1.200000000000000000e+01,3.627875308493906856e+08
1.300000000000000000e+01,3.547763073655571342e+08
1.400000000000000000e+01,3.595711885690684915e+08
1.500000000000000000e+01,3.563999324837924838e+08
1.600000000000000000e+01,3.506241889861359596e+08
1.700000000000000000e+01,3.533102721982326508e+08
1.800000000000000000e+01,3.459604842291613817e+08
1.900000000000000000e+01,3.390399996454896927e+08
2.000000000000000000e+01,3.514557257923085690e+08
2.100000000000000000e+01,3.565743629902407527e+08
2.200000000000000000e+01,3.456418339868105054e+08
2.300000000000000000e+01,3.564534117406070232e+08
2.400000000000000000e+01,3.521275370348310471e+08
2.500000000000000000e+01,3.590831226146578789e+08
2.600000000000000000e+01,3.527237549412295222e+08
2.700000000000000000e+01,3.542402597485457659e+08
2.800000000000000000e+01,3.538781940419872403e+08
2.900000000000000000e+01,3.534871441283464432e+08
3.000000000000000000e+01,3.473511729984106421e+08
3.100000000000000000e+01,3.613942112891626954e+08
3.200000000000000000e+01,3.538360297944610119e+08
3.300000000000000000e+01,3.483321392370551229e+08
3.400000000000000000e+01,3.606445558693476915e+08
3.500000000000000000e+01,3.547433471705350280e+08
3.600000000000000000e+01,3.529212422226627469e+08
3.700000000000000000e+01,3.558670824284681082e+08
3.800000000000000000e+01,3.548153005124843717e+08
3.900000000000000000e+01,3.673902682740137577e+08
4.000000000000000000e+01,3.596351120512631536e+08
4.100000000000000000e+01,3.607903495965622067e+08
4.200000000000000000e+01,3.587376399643344283e+08
4.300000000000000000e+01,3.493075573705050349e+08
4.400000000000000000e+01,3.525804746312410235e+08
4.500000000000000000e+01,3.569542488836149573e+08
4.600000000000000000e+01,3.485388475155929327e+08
4.700000000000000000e+01,3.648562877125343084e+08
4.800000000000000000e+01,3.636572662098649144e+08
4.900000000000000000e+01,3.555467443317602277e+08
5.000000000000000000e+01,3.543942936278281808e+08
5.100000000000000000e+01,3.446374472653379440e+08
5.200000000000000000e+01,3.592455393056403399e+08
5.300000000000000000e+01,3.498741159209649563e+08
5.400000000000000000e+01,3.555854040782508254e+08
5.500000000000000000e+01,3.570392127732486725e+08
5.600000000000000000e+01,3.521400441099991202e+08
5.700000000000000000e+01,3.577481147526596189e+08
5.800000000000000000e+01,3.497718301618387103e+08
5.900000000000000000e+01,3.544901179775585532e+08
6.000000000000000000e+01,3.523754264522911310e+08
6.100000000000000000e+01,3.583111546119684577e+08
6.200000000000000000e+01,3.523621273007308245e+08
6.300000000000000000e+01,3.535091900920256972e+08
6.400000000000000000e+01,3.610318256436833143e+08
6.500000000000000000e+01,3.519971663611620665e+08
6.600000000000000000e+01,3.540211999268674254e+08
6.700000000000000000e+01,3.613250813980033994e+08
6.800000000000000000e+01,3.572503549614150524e+08
6.900000000000000000e+01,3.573295839799661040e+08
7.000000000000000000e+01,3.595789481099135280e+08
7.100000000000000000e+01,3.521112642450041771e+08
7.200000000000000000e+01,3.506508029786143899e+08
7.300000000000000000e+01,3.484916650628692508e+08
7.400000000000000000e+01,3.576833146817980409e+08
7.500000000000000000e+01,3.520237498163636923e+08
7.600000000000000000e+01,3.565505816083111167e+08
7.700000000000000000e+01,3.508745041362984776e+08
7.800000000000000000e+01,3.492449848166700006e+08
7.900000000000000000e+01,3.525333975972210169e+08
8.000000000000000000e+01,3.566665765565790534e+08
8.100000000000000000e+01,3.574135689462957978e+08
8.200000000000000000e+01,3.588114606322451830e+08
8.300000000000000000e+01,3.542372960176565051e+08
8.400000000000000000e+01,3.529261129875673056e+08
8.500000000000000000e+01,3.534654718256455660e+08
8.600000000000000000e+01,3.525255238719922304e+08
8.700000000000000000e+01,3.574906312608361840e+08
8.800000000000000000e+01,3.519093832166357636e+08
8.900000000000000000e+01,3.557927180157446265e+08
9.000000000000000000e+01,3.599313897398003936e+08
9.100000000000000000e+01,3.520664190772440434e+08
9.200000000000000000e+01,3.518772823536441922e+08
9.300000000000000000e+01,3.574099335451247096e+08
9.400000000000000000e+01,3.572826407854673266e+08
9.500000000000000000e+01,3.505039984286180735e+08
9.600000000000000000e+01,3.513352358744394779e+08
9.700000000000000000e+01,3.543752090833344460e+08
9.800000000000000000e+01,3.484051243035745621e+08
9.900000000000000000e+01,3.537591750627093315e+08
1.000000000000000000e+02,3.524030197865717411e+08
1.010000000000000000e+02,3.587116453444214463e+08
1.020000000000000000e+02,3.530905544946708679e+08
1.030000000000000000e+02,3.624758570877626538e+08
1.040000000000000000e+02,3.583922180365948081e+08
1.050000000000000000e+02,3.537520321012943983e+08
1.060000000000000000e+02,3.573128850827541947e+08
1.070000000000000000e+02,3.555906109836891890e+08
1.080000000000000000e+02,3.549734383165022731e+08
1.090000000000000000e+02,3.544143069119755030e+08
1.100000000000000000e+02,3.545027194806237221e+08
1.110000000000000000e+02,3.555470519350119829e+08
1.120000000000000000e+02,3.628388174689127207e+08
1.130000000000000000e+02,3.533490974386124611e+08
1.140000000000000000e+02,3.569412106861296892e+08
1.150000000000000000e+02,3.521334060950204730e+08
1.160000000000000000e+02,3.572421118543921709e+08
