Radius,AveragePower
0.000000000000000000e+00,6.927104381812735938e+13
1.000000000000000000e+00,3.335586267368749976e+08
2.000000000000000000e+00,3.390200090392187834e+08
3.000000000000000000e+00,3.596765388341251016e+08
4.000000000000000000e+00,3.504116477413541675e+08
5.000000000000000000e+00,3.267011785915000439e+08
6.000000000000000000e+00,3.585628493448611498e+08
7.000000000000000000e+00,3.608387160474219322e+08
8.000000000000000000e+00,3.574986476799998879e+08
9.000000000000000000e+00,3.647492293460714221e+08
1.000000000000000000e+01,3.649937442503124475e+08
1.100000000000000000e+01,3.654609609117139578e+08
1.200000000000000000e+01,3.564847326049842834e+08
1.300000000000000000e+01,3.533623740865895152e+08
1.400000000000000000e+01,3.560123917971411943e+08
1.500000000000000000e+01,3.596123078112174869e+08
1.600000000000000000e+01,3.462302574613443017e+08
1.700000000000000000e+01,3.594264101506250501e+08
1.800000000000000000e+01,3.561257094996770620e+08
1.900000000000000000e+01,3.428490759139898419e+08
2.000000000000000000e+01,3.487604089250392318e+08
2.100000000000000000e+01,3.619466900373486876e+08
2.200000000000000000e+01,3.562846309084283710e+08
2.300000000000000000e+01,3.522541059541652203e+08
2.400000000000000000e+01,3.543464149437623024e+08
2.500000000000000000e+01,3.463269874363077879e+08
2.600000000000000000e+01,3.439166682556703091e+08
2.700000000000000000e+01,3.524030354822713137e+08
2.800000000000000000e+01,3.541793232045685649e+08
2.900000000000000000e+01,3.547448614992173314e+08
3.000000000000000000e+01,3.478277969294430017e+08
3.100000000000000000e+01,3.539654801831038594e+08
3.200000000000000000e+01,3.587092238891296983e+08
3.300000000000000000e+01,3.507640750650839210e+08
3.400000000000000000e+01,3.587037589330477118e+08
3.500000000000000000e+01,3.554212997991317511e+08
3.600000000000000000e+01,3.572543113279608488e+08
3.700000000000000000e+01,3.586489196457291842e+08
3.800000000000000000e+01,3.570432481665487885e+08
3.900000000000000000e+01,3.486650966068567038e+08
4.000000000000000000e+01,3.517338555845772028e+08
4.100000000000000000e+01,3.636666920069050789e+08
4.200000000000000000e+01,3.512942530231350660e+08
4.300000000000000000e+01,3.537084369999173880e+08
4.400000000000000000e+01,3.547924351562641263e+08
4.500000000000000000e+01,3.479563650980063677e+08
4.600000000000000000e+01,3.552851799714852571e+08
4.700000000000000000e+01,3.527792900138888359e+08
4.800000000000000000e+01,3.607356223016976118e+08
4.900000000000000000e+01,3.562067356692577004e+08
5.000000000000000000e+01,3.531950768262174129e+08
5.100000000000000000e+01,3.607156056530168653e+08
5.200000000000000000e+01,3.541983232890162468e+08
5.300000000000000000e+01,3.549327942758141756e+08
5.400000000000000000e+01,3.528788019306958318e+08
5.500000000000000000e+01,3.605623021078382730e+08
5.600000000000000000e+01,3.544654851714801192e+08
5.700000000000000000e+01,3.557420331009157300e+08
5.800000000000000000e+01,3.525236592097694874e+08
5.900000000000000000e+01,3.519909951961549520e+08
6.000000000000000000e+01,3.552755489874647260e+08
6.100000000000000000e+01,3.609430865644586086e+08
6.200000000000000000e+01,3.595105810197052360e+08
6.300000000000000000e+01,3.543177360809261799e+08
6.400000000000000000e+01,3.572676964636061192e+08
6.500000000000000000e+01,3.526092168796934485e+08
6.600000000000000000e+01,3.554242684154449701e+08
6.700000000000000000e+01,3.547859147872907519e+08
6.800000000000000000e+01,3.545813509798893332e+08
6.900000000000000000e+01,3.584993392624846697e+08
7.000000000000000000e+01,3.547417308295907974e+08
7.100000000000000000e+01,3.509438356361393332e+08
7.200000000000000000e+01,3.542161128414932489e+08
7.300000000000000000e+01,3.536390016948664188e+08
7.400000000000000000e+01,3.555248450092202425e+08
7.500000000000000000e+01,3.563656075293627977e+08
7.600000000000000000e+01,3.601529339849948883e+08
7.700000000000000000e+01,3.539646289429138899e+08
7.800000000000000000e+01,3.535410697462737560e+08
7.900000000000000000e+01,3.582201263207079172e+08
8.000000000000000000e+01,3.595264392263812423e+08
8.100000000000000000e+01,3.548286540052883625e+08
8.200000000000000000e+01,3.599492443204233646e+08
8.300000000000000000e+01,3.510116189951245785e+08
8.400000000000000000e+01,3.595476877449005246e+08
8.500000000000000000e+01,3.550303448078293204e+08
8.600000000000000000e+01,3.557713617350350022e+08
8.700000000000000000e+01,3.537372765061625242e+08
8.800000000000000000e+01,3.525683041430302858e+08
8.900000000000000000e+01,3.596366359641578794e+08
9.000000000000000000e+01,3.545775252344083786e+08
9.100000000000000000e+01,3.519852843497538567e+08
9.200000000000000000e+01,3.507028279311162233e+08
9.300000000000000000e+01,3.607179054010285735e+08
9.400000000000000000e+01,3.534814059121246934e+08
9.500000000000000000e+01,3.556796793924580812e+08
9.600000000000000000e+01,3.497362899900568724e+08
9.700000000000000000e+01,3.555818124752442241e+08
9.800000000000000000e+01,3.511216408979473114e+08
9.900000000000000000e+01,3.535702020750550628e+08
1.000000000000000000e+02,3.555359501429839134e+08
1.010000000000000000e+02,3.563252985330312252e+08
1.020000000000000000e+02,3.513680199081843495e+08
1.030000000000000000e+02,3.551652260490844846e+08
1.040000000000000000e+02,3.554407564871680140e+08
1.050000000000000000e+02,3.551213272318400741e+08
1.060000000000000000e+02,3.545689610026187897e+08
1.070000000000000000e+02,3.574492607539483309e+08
1.080000000000000000e+02,3.572438819318422079e+08
1.090000000000000000e+02,3.531635766589682698e+08
1.100000000000000000e+02,3.543066779412738085e+08
1.110000000000000000e+02,3.541023294278774858e+08
1.120000000000000000e+02,3.563631754776754975e+08
1.130000000000000000e+02,3.556371414238806367e+08
1.140000000000000000e+02,3.540228239484086633e+08
1.150000000000000000e+02,3.557593081033832431e+08
1.160000000000000000e+02,3.581770811534743309e+08
1.170000000000000000e+02,3.514330929520881772e+08
1.180000000000000000e+02,3.526855306717472672e+08
1.190000000000000000e+02,3.557049087043267488e+08
1.200000000000000000e+02,3.571664923849060535e+08
